boot_id,seed_size,seeds,bifo_p10,bifo_enrich10,bifo_ndcg10,bifo_ap,bifo_mean_rank,rank_improvement,sf_p10,sf_ap,bifo_beats_sf_ap
1074,30,"C1425637,C1422762,C1540114,C1538644,C1415327,C1418462,C1332029,C2680470,C1418466,C1539880,C1415352,C1427605,C1426132,C1412375,C1419857,C1425136,C1413862,C1825980,C1425658,C1537421,C1427957,C1415186,C2240201,C1418531,C1823533,C1413603,C1417203,C1419745,C1334513,C1424608",0.0,0.0,0.0,0.016522990053392465,1588.15,-325.20000000000005,0.0,0.02170232164025359,0
1075,30,"C1332121,C1456375,C1420259,C1539615,C1422524,C1824669,C1415522,C1826608,C1416783,C1367472,C1419622,C1539367,C1843919,C1413629,C1417768,C1414331,C1413577,C1826500,C1417649,C1825047,C1421525,C1415614,C1442758,C1422673,C1422629,C1823497,C1539510,C1333532,C1825556,C1413843",0.0,0.0,0.0,0.004760813318019333,2289.95,-674.0499999999997,0.0,0.005071011797584505,0
1076,30,"C0242988,C1416431,C1857796,C1428130,C1824756,C1418613,C0812265,C1413266,C1413450,C4085706,C1416489,C1824635,C1428797,C1853225,C1332829,C1416714,C1416498,C1426171,C1539607,C1824213,C1426343,C1415291,C1413700,C1418674,C1412284,C1824636,C1424448,C1825324,C1427065,C1417064",0.0,0.0,0.0,0.01101655737767394,1697.6,-318.75,0.0,0.013485066054290482,0
1077,30,"C1428810,C1823652,C1423858,C1414329,C1413134,C1423504,C1825575,C2829172,C0694897,C1413076,C1414429,C1333254,C1826260,C1413725,C1416886,C0812304,C1335270,C1414269,C1824725,C1423590,C1539668,C1428485,C1423535,C1420527,C1539367,C1413730,C1824221,C1422061,C1428257,C1428130",0.1,22.755000000000003,0.06362078819895171,0.043812759342778715,808.9,121.35000000000002,0.3,0.15399038023118097,0
1078,30,"C1425432,C1416776,C1540114,C1439270,C1420073,C1539331,C1425962,C1538045,C1412082,C1539578,C1413138,C1417111,C1539067,C1427565,C1538644,C1417649,C1422135,C1825855,C1416444,C1416681,C1333935,C1419129,C1853225,C1824339,C1823469,C1414145,C1421944,C1413411,C1416498,C1823928",0.0,0.0,0.0,0.011905976386072738,1587.1,-297.29999999999995,0.0,0.011732581481892383,1
1079,30,"C1335225,C1415462,C1416571,C1421525,C0919524,C1414038,C1418470,C1333356,C1413500,C1417651,C1412071,C1416498,C1415614,C3470206,C1420228,C1422473,C1412108,C1824378,C1422061,C1419596,C1417783,C1540111,C1415009,C1421170,C1823533,C1415152,C1418237,C1422332,C1413490,C1414503",0.0,0.0,0.0,0.005483306014080808,2273.0,-581.8499999999999,0.0,0.007996638173031876,0
752,20,"C1336659,C1424230,C1537395,C1417504,C1425428,C1333523,C1414084,C1412062,C1826383,C1421511,C0812281,C1335874,C1420784,C1420598,C1419596,C1427851,C2239292,C1427734,C3887717,C1825500",0.0,0.0,0.0,0.005341187665608947,2827.45,-1176.6,0.1,0.009286298704799011,0
753,20,"C1417768,C1427791,C1417834,C1416776,C1412071,C1423506,C1428199,C1826260,C1419862,C1424510,C1427192,C2828882,C1418767,C1442771,C1418304,C1824336,C1427728,C1414262,C1539663,C1425212",0.0,0.0,0.0,0.0038821900118302223,2661.1,-1075.25,0.0,0.0039333838908775865,0
754,20,"C1421501,C1412686,C1825047,C1423632,C1427030,C1415632,C1422061,C0812248,C1416521,C1825370,C1415017,C1418650,C1415558,C1416783,C1423070,C1417537,C1456375,C1417617,C1413861,C1334469",0.0,0.0,0.0,0.00361925087334901,2793.45,-859.7999999999997,0.0,0.003967569633105689,0
755,20,"C1538112,C1334474,C1416630,C1539133,C1417656,C1824950,C2239455,C1428630,C1419804,C1413843,C1456383,C2239891,C1428130,C1423899,C1823643,C0919427,C1826500,C1334862,C1823908,C1422805",0.0,0.0,0.0,0.0037060159984178263,2777.65,-879.0500000000002,0.0,0.004118410865328487,0
756,20,"C2240302,C1416714,C1413490,C1539428,C1416825,C1420745,C1423493,C1538690,C1416484,C1419382,C1539668,C1418650,C2828882,C1825556,C1412058,C1540023,C1826260,C1420521,C1415845,C1364508",0.0,0.0,0.0,0.005389718849493794,2381.2,-378.7499999999998,0.0,0.005025305248774372,1
757,20,"C1539367,C1415558,C1428421,C1836722,C1416779,C1427605,C1335872,C1422045,C1539711,C1413861,C1417224,C1537667,C1425658,C2681644,C1415309,C1422524,C1539765,C1332375,C0242988,C1416731",0.0,0.0,0.0,0.01689615617176695,1561.35,-135.0,0.1,0.021750279047761494,0
758,20,"C1419872,C1425834,C1424619,C1333532,C1417216,C1412335,C1413218,C1418943,C1853225,C1442485,C1423060,C1419868,C1416917,C1824460,C1416445,C1426011,C1417756,C1421919,C1417087,C1414158",0.0,0.0,0.0,0.012540186802183556,1795.7,-191.25,0.0,0.007943695676313822,1
759,20,"C1417617,C1427802,C1420822,C1425428,C1412625,C1418946,C1422061,C1413859,C1420122,C1420009,C1826336,C1825557,C1415309,C1420472,C1418568,C1539125,C1335609,C1416862,C1424345,C1416865",0.0,0.0,0.0,0.004895987558594614,2361.9,-633.3500000000001,0.0,0.005096779586182941,0
1024,30,"C1418767,C1414262,C1413864,C1337106,C1334481,C1412058,C1538435,C1824636,C1418613,C1419872,C1413500,C1419778,C1826415,C1417249,C1333217,C1539537,C1420784,C1416681,C1426071,C1825633,C1418195,C1418426,C1422473,C1427252,C1540183,C1538894,C1424951,C1823245,C1412685,C1826600",0.0,0.0,0.0,0.004009088443830716,2653.6,-1118.9499999999998,0.0,0.003985442166754916,1
1025,30,"C1419780,C1825631,C1413953,C1824812,C1416385,C1413962,C1415593,C1418854,C1325331,C1418304,C1335225,C1417087,C1412062,C1415119,C1823843,C1420606,C1418372,C1537563,C1414832,C3470230,C1422629,C1426145,C1418800,C1425254,C1427947,C1853225,C1419157,C1415186,C1417537,C1428077",0.0,0.0,0.0,0.00539776206548386,2339.25,-636.5,0.0,0.004132358543912845,1
1026,30,"C1418553,C1824218,C1412279,C1427027,C1418819,C1428967,C1414331,C1414079,C1538715,C1417508,C1417244,C1412335,C1412304,C1420122,C1413700,C1418771,C1419276,C1415009,C2239891,C1442757,C1418947,C1414313,C1414269,C1425036,C1417656,C1423684,C2239455,C2828748,C1426528,C1413504",0.0,0.0,0.0,0.0051661752303485756,2443.05,-739.1000000000001,0.0,0.005065712342034548,1
1027,30,"C1537435,C1423069,C1823843,C1416496,C1412375,C0694889,C1824906,C1422673,C1538793,C1538112,C1413452,C1415144,C1421921,C1414435,C1416714,C1824953,C1416988,C1426074,C1417592,C1334513,C1428909,C1425359,C1426383,C1842747,C1414328,C1421250,C1417217,C2828748,C1425658,C1335874",0.0,0.0,0.0,0.03530371950793615,1145.65,-67.90000000000009,0.3,0.1259345490213108,0
1028,30,"C1413569,C1424863,C1425177,C1421919,C1412686,C1413057,C1416576,C1427590,C1413479,C1424601,C2681489,C1335844,C1412070,C1413843,C1421972,C1422135,C1426958,C1824492,C1419129,C2239556,C1414525,C1332121,C1418948,C1424447,C1333216,C1425035,C3808960,C1422042,C1538690,C1423837",0.0,0.0,0.0,0.007066581786008119,2090.65,-382.25,0.0,0.00817928382370631,0
1029,30,"C1412981,C1414084,C1539836,C1412625,C1420149,C1420122,C1540172,C1415793,C2242767,C1424619,C2676276,C1826596,C1420131,C1412062,C1824250,C1420718,C1826336,C1428810,C1419864,C1413061,C1428660,C1420087,C1418434,C1415388,C1417420,C1414435,C1416498,C1416489,C1418695,C1334895",0.0,0.0,0.0,0.009354908965606493,1884.55,-444.39999999999986,0.0,0.00816081102248554,1
1030,30,"C1425194,C1416431,C1416783,C1422045,C1412192,C1824975,C1418445,C1415458,C1540116,C1421350,C1539668,C1428876,C1334339,C1419337,C1825047,C1825569,C1335232,C1413413,C1417928,C1416427,C1537395,C1419328,C1418416,C1412225,C1422626,C1419122,C1334862,C1415200,C1417541,C1826500",0.0,0.0,0.0,0.010776833902016792,1751.05,-369.79999999999995,0.0,0.009162565813169252,1
