rank	pathway_name	pathway_id	source	n_members	degree_norm	null_calibrated	null_z	empirical_q	member_mean_null_z	member_mean_q	in_reference	seed_members	seed_member_scores	influential_nodes_local	influential_nodes_global	neighbor_z_local	neighbor_z_global
1	Protein phosphorylation	C1158886	GO	21	2.245421e-05	False	NaN	NaN	1.382	0.8649	False	ROS1	1.0000	ROS1	ROS1	local:n=21;max=4.47;p75=-0.22;p50=-0.22;p25=-0.22	global:n=21;max=23.67;p75=-0.04;p50=-0.04;p25=-0.04
2	REACTOME_CROSS_PRESENTATION_OF_PARTICULATE_EXOGENOUS_ANTIGENS_PHAGOSOMES	MSIGDB:M26926	MSIGDB	8	2.114986e-05	False	NaN	NaN	2.462	0.8649	False	NCF2;CYBA	0.0000;0.0000	CD36	CD36	local:n=8;max=2.65;p75=-0.38;p50=-0.38;p25=-0.38	global:n=8;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
3	WP_NAD_METABOLISM_SIRTUINS_AND_AGING	MSIGDB:M39439	MSIGDB	11	2.059407e-05	False	NaN	NaN	1.926	0.8649	False	ROS1	1.0000	ROS1	ROS1	local:n=11;max=3.16;p75=-0.32;p50=-0.32;p25=-0.32	global:n=11;max=23.67;p75=-0.04;p50=-0.04;p25=-0.04
4	REACTOME_FREE_FATTY_ACIDS_REGULATE_INSULIN_SECRETION	MSIGDB:M27317	MSIGDB	11	1.803824e-05	False	NaN	NaN	NaN	NaN	False	PLCB3	0.0000	CD36	CD36	local:n=11;max=3.16;p75=-0.32;p50=-0.32;p25=-0.32	global:n=11;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
5	WP_ARYL_HYDROCARBON_RECEPTOR_NETPATH	MSIGDB:M39661	MSIGDB	45	1.501648e-05	False	NaN	NaN	1.663	0.8649	False	EGFR;CYP1B1;RB1;MAP2K1;LPL	0.0001;0.0001;0.0000;0.0000;0.0000	CD36;E2F1	CD36;E2F1	local:n=45;max=4.64;p75=-0.22;p50=-0.22;p25=-0.22	global:n=45;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
6	WP_FGF23_SIGNALLING_IN_HYPOPHOSPHATEMIC_RICKETS_AND_RELATED_DISORDERS	MSIGDB:M39862	MSIGDB	22	1.461686e-05	False	NaN	NaN	1.000	0.8649	False	ROS1;FGFR2;CYP27B1;CYP24A1;DMP1;ALPL;GALNT3;SLC34A1;SLC34A3	1.0000;0.0001;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	ROS1	ROS1	local:n=22;max=4.58;p75=-0.22;p50=-0.22;p25=-0.22	global:n=22;max=23.67;p75=-0.04;p50=-0.04;p25=-0.04
7	REACTOME_ACTIVATION_OF_PUMA_AND_TRANSLOCATION_TO_MITOCHONDRIA	MSIGDB:M26946	MSIGDB	9	1.360898e-05	False	NaN	NaN	2.748	0.8649	False	TP63	0.0000	E2F1	E2F1	local:n=9;max=2.83;p75=-0.35;p50=-0.35;p25=-0.35	global:n=9;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
8	BIOCARTA_FBW7_PATHWAY	MSIGDB:M22053	MSIGDB	9	1.360796e-05	False	NaN	NaN	2.205	0.8649	False	RB1	0.0000	E2F1	E2F1	local:n=9;max=2.83;p75=-0.35;p50=-0.35;p25=-0.35	global:n=9;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
9	Ionophore activity	C1517596	GO	189	1.356622e-05	True	85.539	0.0078	3.153	0.8649	False	PKD1L1;CUBN;CACNA1S;SLCO1B1;ATP7B;RYR1;CHRNE;CLCN1;CACNA1C;ASIC2;CACNA1E;CACNA1G;CHRNA3;SLC1A4;TRPM6;SLC4A1;SLC37A4;SLC5A2;ANO3;ATP6V0A1;TCIRG1;HJV;CTNS;ANO6;GJB4;TRPC6;ABCC2;CNGA3;SCN5A;KCNV2;SLC24A4;ABCB11;SCN9A;SLC9A9;PIEZO1;PIEZO2;OCA2;SLC7A7;SLC7A8;SLC7A9;SLC39A4;SLC24A5;SLC6A19;ABCC8;CFTR;KCNK18	1.0000;0.9992;0.9991;0.9991;0.9991;0.0002;0.0002;0.0002;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0000	PKD1L1;CUBN;CACNA1S;SLCO1B1;ATP7B	PKD1L1;CUBN;CACNA1S;SLCO1B1;ATP7B	local:n=200;max=6.44;p75=-0.16;p50=-0.16;p25=-0.16	global:n=200;max=23.68;p75=-0.04;p50=-0.04;p25=-0.04
10	REACTOME_REGULATION_OF_TLR_BY_ENDOGENOUS_LIGAND	MSIGDB:M27571	MSIGDB	20	1.338142e-05	False	NaN	NaN	2.479	0.8649	False	APOB	0.0000	CD36	CD36	local:n=20;max=4.36;p75=-0.23;p50=-0.23;p25=-0.23	global:n=20;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
11	BIOCARTA_SKP2E2F_PATHWAY	MSIGDB:M6031	MSIGDB	10	1.291413e-05	False	NaN	NaN	1.916	0.8649	False	RB1	0.0000	E2F1	E2F1	local:n=10;max=3.00;p75=-0.33;p50=-0.33;p25=-0.33	global:n=10;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
12	WP_MAMMARY_GLAND_DEVELOPMENT_PATHWAY_INVOLUTION_STAGE_4_OF_4	MSIGDB:M39534	MSIGDB	10	1.290877e-05	False	NaN	NaN	1.744	0.8649	False	IL6ST;MMP9	0.0000;0.0000	E2F1	E2F1	local:n=10;max=3.00;p75=-0.33;p50=-0.33;p25=-0.33	global:n=10;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
13	cell motility	C0007608	GO	34	1.250803e-05	False	NaN	NaN	2.131	0.8649	False	GPI;DNAH5;DNAH9;CCDC39;FN1	1.0000;0.9999;0.0001;0.0000;0.0000	GPI;DNAH5	GPI;DNAH5	local:n=37;max=4.18;p75=-0.24;p50=-0.24;p25=-0.24	global:n=37;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
14	REACTOME_CDC6_ASSOCIATION_WITH_THE_ORC_ORIGIN_COMPLEX	MSIGDB:M780	MSIGDB	11	1.230625e-05	False	NaN	NaN	2.546	0.8649	False	ORC1;ORC6;MCM8	0.0000;0.0000;0.0000	E2F1	E2F1	local:n=11;max=3.16;p75=-0.32;p50=-0.32;p25=-0.32	global:n=11;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
15	REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX	MSIGDB:M716	MSIGDB	15	1.200447e-05	False	NaN	NaN	NaN	NaN	False	PDHA2;DLD	1.0000;0.0000	PDHA2	PDHA2	local:n=15;max=3.74;p75=-0.27;p50=-0.27;p25=-0.27	global:n=15;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
16	REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1	MSIGDB:M1015	MSIGDB	12	1.178322e-05	False	NaN	NaN	1.860	0.8649	False	RB1	0.0000	E2F1	E2F1	local:n=12;max=3.32;p75=-0.30;p50=-0.30;p25=-0.30	global:n=12;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
17	WP_GENES_CONTROLLING_NEPHROGENESIS	MSIGDB:M39891	MSIGDB	42	1.138021e-05	False	NaN	NaN	2.529	0.8649	False	NOTCH2;CTNNB1;FGFR2;ITGB1;NPHS1;NPHS2;GLI3;LMX1B;LAMB2	1.0000;0.0006;0.0001;0.0001;0.0000;0.0000;0.0000;0.0000;0.0000	NOTCH2;CD36	NOTCH2;CD36	local:n=42;max=4.47;p75=-0.22;p50=-0.22;p25=-0.22	global:n=42;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
18	BIOCARTA_P27_PATHWAY	MSIGDB:M17977	MSIGDB	13	1.132366e-05	False	NaN	NaN	1.504	0.8649	False	RB1	0.0000	E2F1	E2F1	local:n=13;max=3.46;p75=-0.29;p50=-0.29;p25=-0.29	global:n=13;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
19	REACTOME_TRANSPORT_OF_ORGANIC_ANIONS	MSIGDB:M930	MSIGDB	12	1.123552e-05	False	NaN	NaN	NaN	NaN	False	SLCO1B1;ALB	1.0000;0.0006	SLCO1B1	SLCO1B1	local:n=12;max=3.32;p75=-0.30;p50=-0.30;p25=-0.30	global:n=12;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
20	REACTOME_SLC_TRANSPORTER_DISORDERS	MSIGDB:M27474	MSIGDB	97	1.119270e-05	True	71.067	0.0078	2.848	0.8649	False	AAAS;SLCO1B1;SLC26A4;SLC12A3;SLC4A1;SLC5A2;SLC24A4;SLC9A9;SLC7A7;SLC7A9;SLC39A4;SLC24A5;SLC6A19;GCK;SLC3A1;NUP155;NUP88;SLC12A6;SLC17A5;SLC22A5;SLC24A1;SLC34A1;SLC2A10;SLC2A9;NUP188;SLC22A12;SLC34A3;NUP37;NUP85	1.0000;1.0000;0.9999;0.9999;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	AAAS;SLCO1B1;SLC26A4;SLC12A3	AAAS;SLCO1B1;SLC26A4;SLC12A3	local:n=97;max=4.82;p75=-0.21;p50=-0.21;p25=-0.21	global:n=97;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
21	REACTOME_MULTIFUNCTIONAL_ANION_EXCHANGERS	MSIGDB:M27344	MSIGDB	9	1.107581e-05	False	NaN	NaN	NaN	NaN	False	SLC26A4;SLC26A7	1.0000;0.0000	SLC26A4	SLC26A4	local:n=9;max=2.83;p75=-0.35;p50=-0.35;p25=-0.35	global:n=9;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
22	WP_H19_ACTION_RBE2F1_SIGNALING_AND_CDKBETACATENIN_ACTIVITY	MSIGDB:M39472	MSIGDB	14	1.091622e-05	False	NaN	NaN	1.721	0.8649	False	CTNNB1;RB1	0.0006;0.0000	E2F1	E2F1	local:n=14;max=3.61;p75=-0.28;p50=-0.28;p25=-0.28	global:n=14;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
23	WP_IRINOTECAN_PATHWAY	MSIGDB:M39611	MSIGDB	13	1.079205e-05	False	NaN	NaN	NaN	NaN	False	SLCO1B1;ABCC2;NPC1;UGT1A1	1.0000;0.0001;0.0000;0.0000	SLCO1B1	SLCO1B1	local:n=13;max=3.46;p75=-0.29;p50=-0.29;p25=-0.29	global:n=13;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
24	Muscle Contraction	C0026820	GO	44	1.049193e-05	False	NaN	NaN	2.227	0.8649	False	NEB;CACNA1S;ACTA1;RYR1;CHRNE;CLCN1;ACTG2;CACNA1C;MYH11;MYBPC3;MYH2;DYSF;DMPK;PGAM2	1.0000;1.0000;0.0002;0.0002;0.0002;0.0002;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0000;0.0000	NEB;CACNA1S	NEB;CACNA1S	local:n=52;max=5.00;p75=-0.20;p50=-0.20;p25=-0.20	global:n=52;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
25	WP_HEREDITARY_LEIOMYOMATOSIS_AND_RENAL_CELL_CARCINOMA_PATHWAY	MSIGDB:M39751	MSIGDB	20	1.039323e-05	False	NaN	NaN	1.879	0.8649	False	PDHA2;CUL3	1.0000;0.0000	PDHA2	PDHA2	local:n=20;max=4.36;p75=-0.23;p50=-0.23;p25=-0.23	global:n=20;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
26	BIOCARTA_P53_PATHWAY	MSIGDB:M14863	MSIGDB	16	1.021016e-05	False	NaN	NaN	1.131	0.8649	False	ATM;RB1	0.0001;0.0000	E2F1	E2F1	local:n=16;max=3.87;p75=-0.26;p50=-0.26;p25=-0.26	global:n=16;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
27	WP_NICOTINE_ACTIVITY_ON_DOPAMINERGIC_NEURONS	MSIGDB:M39343	MSIGDB	21	1.019049e-05	False	NaN	NaN	1.938	0.8649	False	DRD4;CHRNA3;TH;DDC	1.0000;0.0001;0.0001;0.0000	DRD4	DRD4	local:n=21;max=4.47;p75=-0.22;p50=-0.22;p25=-0.22	global:n=21;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
28	WP_SPINAL_CORD_INJURY	MSIGDB:M39341	MSIGDB	117	1.014675e-05	False	NaN	NaN	0.683	0.8649	False	ROS1;EGFR;AQP4;RB1;VCAN;IL1B;LEP;MMP9;ACAN;COL4A1	1.0000;0.0001;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	ROS1;E2F1	ROS1;E2F1	local:n=117;max=7.58;p75=-0.13;p50=-0.13;p25=-0.13	global:n=117;max=23.67;p75=-0.04;p50=-0.04;p25=-0.04
29	REACTOME_HEME_DEGRADATION	MSIGDB:M27060	MSIGDB	15	1.006119e-05	False	NaN	NaN	2.525	0.8649	False	SLCO1B1;ALB;ABCC2;UGT1A1	1.0000;0.0006;0.0001;0.0000	SLCO1B1	SLCO1B1	local:n=15;max=3.74;p75=-0.27;p50=-0.27;p25=-0.27	global:n=15;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
30	WP_CODEINE_AND_MORPHINE_METABOLISM	MSIGDB:M39328	MSIGDB	15	1.004522e-05	False	NaN	NaN	NaN	NaN	False	SLCO1B1;ABCC2;UGT1A1	1.0000;0.0001;0.0000	SLCO1B1	SLCO1B1	local:n=15;max=3.74;p75=-0.27;p50=-0.27;p25=-0.27	global:n=15;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
31	REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS	MSIGDB:M38998	MSIGDB	17	9.912908e-06	False	NaN	NaN	1.118	0.8649	False	RB1	0.0000	E2F1	E2F1	local:n=17;max=4.00;p75=-0.25;p50=-0.25;p25=-0.25	global:n=17;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
32	REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS	MSIGDB:M4862	MSIGDB	16	9.734636e-06	False	NaN	NaN	2.245	0.8649	False	SLCO1B1;ALB;ABCB11;SLC10A2	1.0000;0.0006;0.0001;0.0000	SLCO1B1	SLCO1B1	local:n=16;max=3.87;p75=-0.26;p50=-0.26;p25=-0.26	global:n=16;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
33	WP_DRUG_INDUCTION_OF_BILE_ACID_PATHWAY	MSIGDB:M39666	MSIGDB	17	9.442308e-06	False	NaN	NaN	2.503	0.8649	False	SLCO1B1;ABCC2;ABCB11	1.0000;0.0001;0.0001	SLCO1B1	SLCO1B1	local:n=17;max=4.00;p75=-0.25;p50=-0.25;p25=-0.25	global:n=17;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
34	WP_JOUBERT_SYNDROME	MSIGDB:M39835	MSIGDB	76	9.279696e-06	True	54.695	0.0078	2.287	0.8649	False	CEP290;CC2D2A;KIAA0586;RPGRIP1L;RAD50;ATM;AHI1;DVL1;MRE11;TCTN1;TMEM67;B9D1;BBS9;NPHP3;BBS4;PDE6A;PDE6B;CEP41;NPHP4;INPP5E;ARL13B;ARMC9;TCTN2;CSPP1;CEP104;PCNT;CPLANE1;TMEM231	1.0000;0.9992;0.9984;0.0016;0.0001;0.0001;0.0001;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	CEP290;CC2D2A;KIAA0586	CEP290;CC2D2A;KIAA0586	local:n=76;max=4.94;p75=-0.20;p50=-0.20;p25=-0.20	global:n=76;max=23.70;p75=-0.04;p50=-0.04;p25=-0.04
35	Xenobiotic Metabolism	C1154744	GO	41	9.256464e-06	False	NaN	NaN	2.069	0.8649	False	SLCO1B1;HNF4A;CYP2U1;CYP1B1;FMO3	1.0000;0.0001;0.0000;0.0000;0.0000	SLCO1B1	SLCO1B1	local:n=44;max=6.56;p75=-0.15;p50=-0.15;p25=-0.15	global:n=44;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
36	Negative Regulation of Apoptosis	C5887034	GO	79	9.209519e-06	False	NaN	NaN	1.932	0.8649	False	NOTCH2;CERKL;PIM3;BCL2L12;HYOU1	1.0000;0.9998;0.0000;0.0000;0.0000	NOTCH2;CERKL	NOTCH2;CERKL	local:n=85;max=6.44;p75=-0.16;p50=-0.16;p25=-0.16	global:n=85;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
37	WP_VITAMIN_A_AND_CAROTENOID_METABOLISM	MSIGDB:M39554	MSIGDB	44	9.031745e-06	False	NaN	NaN	1.097	0.8649	False	SCARB1;BCO1;LPL;ALDH1A3;DGAT1;RDH5;RPE65	0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	CD36	CD36	local:n=44;max=6.56;p75=-0.15;p50=-0.15;p25=-0.15	global:n=44;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
38	REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION	MSIGDB:M6768	MSIGDB	21	8.909610e-06	False	NaN	NaN	1.300	0.8649	False	RB1;ORC1;ORC6;MCM8	0.0000;0.0000;0.0000;0.0000	E2F1	E2F1	local:n=21;max=4.47;p75=-0.22;p50=-0.22;p25=-0.22	global:n=21;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
39	REACTOME_PYRUVATE_METABOLISM	MSIGDB:M17157	MSIGDB	28	8.797722e-06	False	NaN	NaN	2.320	0.8649	False	PDHA2;DLD	1.0000;0.0000	PDHA2	PDHA2	local:n=28;max=5.20;p75=-0.19;p50=-0.19;p25=-0.19	global:n=28;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
40	REACTOME_THYROXINE_BIOSYNTHESIS	MSIGDB:M27120	MSIGDB	10	8.578677e-06	False	NaN	NaN	NaN	NaN	False	DUOX2;TPO;IYD	1.0000;0.0000;0.0000	DUOX2	DUOX2	local:n=10;max=3.00;p75=-0.33;p50=-0.33;p25=-0.33	global:n=10;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
41	REACTOME_GLYCOGEN_METABOLISM	MSIGDB:M27857	MSIGDB	27	8.561451e-06	False	NaN	NaN	3.381	0.8649	False	AGL;GBE1;EPM2A;GAA;PHKB;PYGM	1.0000;1.0000;0.0000;0.0000;0.0000;0.0000	AGL;GBE1	AGL;GBE1	local:n=27;max=3.54;p75=-0.28;p50=-0.28;p25=-0.28	global:n=27;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
42	WP_THE_EFFECT_OF_PROGERIN_ON_THE_INVOLVED_GENES_IN_HUTCHINSONGILFORD_PROGERIA_SYNDROME	MSIGDB:M39756	MSIGDB	23	8.514022e-06	False	NaN	NaN	1.966	0.8649	False	RB1;MTA3	0.0000;0.0000	E2F1	E2F1	local:n=23;max=4.69;p75=-0.21;p50=-0.21;p25=-0.21	global:n=23;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
43	WP_CILIOPATHIES	MSIGDB:M39880	MSIGDB	170	8.509283e-06	True	48.708	0.0078	1.385	0.8649	True	CEP290;PKD1L1;CC2D2A;KIAA0586;RPGRIP1L;ALMS1;AHI1;EVC;EVC2;NEK1;RAB23;GLI3;ZMYND10;PKHD1;TCTN1;TMEM67;B9D1;BBS9;NPHP3;ADCY6;BBS4;CFAP410;CFAP298;CNGA1;CNGB1;DNAH11;MAK;MKKS;SDCCAG8;CEP41;RPGRIP1;DCDC2;IFT27;DNAI2;NPHP4;HYDIN;INPP5E;WDR35;POC1A;TMEM107;TTLL5;DRC1;ARL13B;TCTN2;IFT43;DNAAF3;CSPP1;DYNC2H1;HYLS1;IFT81;IFT172;CEP104;KIAA0753;DNAAF1;BBS10;BBS12;DNAJB13;CPLANE1;PCARE;FAM161A;TMEM231	1.0000;0.9994;0.9992;0.9984;0.0016;0.0001;0.0001;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	CEP290;PKD1L1;CC2D2A;KIAA0586	CEP290;PKD1L1;CC2D2A;KIAA0586	local:n=170;max=6.45;p75=-0.16;p50=-0.16;p25=-0.16	global:n=170;max=23.70;p75=-0.04;p50=-0.04;p25=-0.04
44	REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION	MSIGDB:M27293	MSIGDB	30	8.484668e-06	False	NaN	NaN	1.508	0.8649	False	PDHA2;AMT;BCKDHA;BCKDHB;DLD;DHTKD1;LIPT1;HOGA1	1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	PDHA2	PDHA2	local:n=30;max=5.39;p75=-0.19;p50=-0.19;p25=-0.19	global:n=30;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
45	REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS	MSIGDB:M27476	MSIGDB	171	8.438848e-06	True	52.701	0.0078	0.953	0.8649	False	AAAS;SLCO1B1;SLC26A4;SLC12A3;ABCB4;ABCC6;ABCB6;SLC4A1;SLC5A2;ABCC2;SLC24A4;ABCB11;SLC9A9;SLC7A7;SLC7A9;SLC39A4;SLC24A5;SLC6A19;ABCC8;GCK;ABCA1;ABCA12;CFTR;ABCA3;SLC3A1;PSMB10;NUP155;NUP88;SLC12A6;SLC17A5;SLC22A5;SLC24A1;SLC34A1;SLC2A10;SLC2A9;NUP188;SLC22A12;SLC34A3;NUP37;ERLIN1;NUP85	1.0000;1.0000;0.9999;0.9999;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	AAAS;SLCO1B1;SLC26A4;SLC12A3	AAAS;SLCO1B1;SLC26A4;SLC12A3	local:n=171;max=6.46;p75=-0.15;p50=-0.15;p25=-0.15	global:n=171;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
46	WP_MAJOR_RECEPTORS_TARGETED_BY_EPINEPHRINE_AND_NOREPINEPHRINE	MSIGDB:M39849	MSIGDB	15	8.422715e-06	False	NaN	NaN	2.710	0.8649	False	ADCY10;ADCY6	1.0000;0.0000	ADCY10	ADCY10	local:n=15;max=3.74;p75=-0.27;p50=-0.27;p25=-0.27	global:n=15;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
47	Transmembrane Transport	C1519624	GO	199	8.390948e-06	True	46.601	0.0078	2.113	0.8649	False	PKD1L1;CACNA1S;ABCA7;ATP7B;RYR1;CHRNE;CLCN1;CACNA1C;ABCB4;ASIC2;ABCC6;CACNA1E;CACNA1G;CHRNA3;SLC1A4;TRPM6;ABCB6;SLC4A1;SLC37A4;SLC5A2;ANO3;ATP6V0A1;TCIRG1;CTNS;ANO6;GJB4;TRPC6;CNGA3;SCN5A;KCNV2;SLC24A4;SCN9A;SLC9A9;PIEZO1;PIEZO2;OCA2;SLC7A7;SLC7A8;SLC7A9;SLC39A4;SLC24A5;SLC6A19;SORT1;SLC25A13;NPR2;AQP4;SLC52A2;PRKAR2A;KCNK18	1.0000;0.9991;0.9991;0.9991;0.0002;0.0002;0.0002;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0000;0.0000;0.0000;0.0000	PKD1L1;CACNA1S;ABCA7;ATP7B	PKD1L1;CACNA1S;ABCA7;ATP7B	local:n=200;max=7.45;p75=-0.13;p50=-0.13;p25=-0.13	global:n=200;max=23.68;p75=-0.04;p50=-0.04;p25=-0.04
48	WP_HEAD_AND_NECK_SQUAMOUS_CELL_CARCINOMA	MSIGDB:M39857	MSIGDB	74	8.303258e-06	False	NaN	NaN	2.002	0.8649	False	NOTCH2;PIK3R5;CTNNB1;FGFR2;EGFR;FAT1;RB1;CDKN2A;GAB1;TP63;CSMD3;CUL3	1.0000;0.9998;0.0006;0.0001;0.0001;0.0001;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	NOTCH2;E2F1;PIK3R5	NOTCH2;E2F1;PIK3R5	local:n=74;max=4.87;p75=-0.21;p50=-0.21;p25=-0.21	global:n=74;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
49	HALLMARK_IL6_JAK_STAT3_SIGNALING	MSIGDB:M5897	MSIGDB	86	8.276128e-06	False	NaN	NaN	1.174	0.8649	False	PIK3R5;IFNAR1;LEPR;TNFRSF1A;ITGB3;PTPN11;IL12RB1;IL17RA;IL6ST;IL13RA1;IL1B;STAT1	1.0000;0.0001;0.0001;0.0001;0.0001;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	CD36;PIK3R5	CD36;PIK3R5	local:n=86;max=6.48;p75=-0.15;p50=-0.15;p25=-0.15	global:n=86;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
50	WP_MONOAMINE_GPCRS	MSIGDB:M39585	MSIGDB	33	8.176142e-06	False	NaN	NaN	NaN	NaN	False	DRD4;HTR1A;ADRA2B	1.0000;0.0001;0.0001	DRD4	DRD4	local:n=33;max=5.66;p75=-0.18;p50=-0.18;p25=-0.18	global:n=33;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
51	Regulation of Cell Shape	C1156249	GO	161	8.126826e-06	True	50.887	0.0078	1.466	0.8649	False	NEB;DNAH5;SYNE1;ACTA1;DNAH9;ACTG2;MYH6;MYH11;FN1;MYBPC3;MYH2;SLC4A1;KRT3;ESPN;KRT6A;KRT16;KRT18;ARPC1B;KRT10;KRT14;ROBO3;MAPT;CLIP1;SPTA1;SPTBN1;DVL1;DLG1;CAPZA2;PALS1	1.0000;1.0000;0.9999;0.0002;0.0002;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0000;0.0000;0.0000;0.0000	NEB;DNAH5;SYNE1	NEB;DNAH5;SYNE1	local:n=180;max=7.68;p75=-0.13;p50=-0.13;p25=-0.13	global:n=180;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
52	BIOCARTA_RACCYCD_PATHWAY	MSIGDB:M14512	MSIGDB	26	8.020641e-06	False	NaN	NaN	0.509	0.8649	False	RB1	0.0000	E2F1	E2F1	local:n=26;max=5.00;p75=-0.20;p50=-0.20;p25=-0.20	global:n=26;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
