rank	pathway_name	pathway_id	source	n_members	degree_norm	null_calibrated	null_z	empirical_q	member_mean_null_z	member_mean_q	in_reference	seed_members	seed_member_scores	influential_nodes_local	influential_nodes_global	neighbor_z_local	neighbor_z_global
344	WP_GENES_INVOLVED_IN_MALE_INFERTILITY	MSIGDB:M39856	MSIGDB	139	1.460764e-06	True	2.912	0.0523	0.064	0.8649	False	BRCA2;ESR2;ATM;XRCC4;ERCC2;APOB;CHD2;MTHFD1;XPC;PMS2;MTHFR;MTRR;CAT;MMP9;POLG;MSH5;MSH4;CREBBP;PEX10;TEX15	1.0000;0.0001;0.0001;0.0001;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	BRCA2	BRCA2	local:n=139;max=11.75;p75=-0.09;p50=-0.09;p25=-0.09	global:n=139;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
345	REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS	MSIGDB:M1029	MSIGDB	36	1.460424e-06	True	7.063	0.0078	0.976	0.8649	False	AAAS;NUP155;NUP88;NUP188;NUP37;NUP85	1.0000;0.0000;0.0000;0.0000;0.0000;0.0000	AAAS	AAAS	local:n=36;max=5.92;p75=-0.17;p50=-0.17;p25=-0.17	global:n=36;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
346	WP_FOCAL_ADHESIONPI3KAKTMTORSIGNALING_PATHWAY	MSIGDB:M39719	MSIGDB	297	1.457760e-06	True	-0.679	1.0000	-0.639	0.9047	False	PIK3R5;LAMA5;MET;FN1;FGFR4;FGFR2;EGFR;FLT4;JAK3;JAK2;IFNAR1;IFNAR2;ITGB1;ITGB3;ITGA2;ITGB6;RELN;MAP2K1;PRLR;FGF3;ULK1;PIK3CD;COL3A1;TNC;LAMA3;COL4A6;LAMA2;VWF;COL4A1;COL4A4;COL6A2;ITGA7;LAMA1;LAMB2;LAMB3;TNXB	1.0000;1.0000;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	PIK3R5;LAMA5	PIK3R5;LAMA5	local:n=200;max=12.15;p75=-0.08;p50=-0.08;p25=-0.08	global:n=200;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
347	WP_EBOLA_VIRUS_PATHWAY_ON_HOST	MSIGDB:M39693	MSIGDB	128	1.457718e-06	True	3.286	0.0227	-0.344	0.8712	False	VPS11;MERTK;EGFR;CAV3;ITGB1;ITGB3;ITGA2;FLNC;NPC1;EIF2AK2;PIK3CD;STAT1;TIAM1;CREBBP;C1QBP;FLNB;PRKRA;VPS4A;VPS16	1.0000;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	VPS11	VPS11	local:n=128;max=11.27;p75=-0.09;p50=-0.09;p25=-0.09	global:n=128;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
348	HALLMARK_MYC_TARGETS_V2	MSIGDB:M5928	MSIGDB	56	1.431904e-06	False	NaN	NaN	1.444	0.8649	False	MAP3K6;UNG;SORD;RCL1	1.0000;0.0000;0.0000;0.0000	MAP3K6	MAP3K6	local:n=56;max=7.42;p75=-0.13;p50=-0.13;p25=-0.13	global:n=56;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
349	WP_REGULATION_OF_ACTIN_CYTOSKELETON	MSIGDB:M39520	MSIGDB	148	1.431300e-06	True	3.332	0.0153	-0.433	0.8723	False	PIK3R5;FN1;FGFR4;FGFR2;EGFR;APC;MAP2K1;SSH2;F2;FGF3;FGF5;PIK3CD;MYH10;RDX	1.0000;0.0001;0.0001;0.0001;0.0001;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	PIK3R5	PIK3R5	local:n=148;max=12.12;p75=-0.08;p50=-0.08;p25=-0.08	global:n=148;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
350	WP_REGULATION_OF_TOLLLIKE_RECEPTOR_SIGNALING_PATHWAY	MSIGDB:M39559	MSIGDB	140	1.429290e-06	True	3.822	0.0078	-0.267	0.8649	False	PIK3R5;IFNAR1;IFNAR2;SMAD6;MAP2K1;IL1B;PIK3CD;STAT1;RNF31	1.0000;0.0001;0.0001;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	PIK3R5	PIK3R5	local:n=140;max=11.79;p75=-0.08;p50=-0.09;p25=-0.09	global:n=140;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
351	WP_INFLAMMATORY_RESPONSE_PATHWAY	MSIGDB:M39641	MSIGDB	29	1.428189e-06	True	7.266	0.0078	1.204	0.8649	False	LAMA5;FN1;TNFRSF1A;COL3A1;LAMB2	1.0000;0.0001;0.0001;0.0000;0.0000	LAMA5	LAMA5	local:n=29;max=5.29;p75=-0.19;p50=-0.19;p25=-0.19	global:n=29;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
352	WP_OXYSTEROLS_DERIVED_FROM_CHOLESTEROL	MSIGDB:M39754	MSIGDB	45	1.427547e-06	True	7.136	0.0078	2.365	0.8649	False	DHCR7;ESR2;CYP27A1;AMACR	1.0000;0.0001;0.0000;0.0000	DHCR7	DHCR7	local:n=45;max=6.63;p75=-0.15;p50=-0.15;p25=-0.15	global:n=45;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
353	REACTOME_SUMOYLATION_OF_UBIQUITINYLATION_PROTEINS	MSIGDB:M27238	MSIGDB	38	1.421344e-06	True	6.218	0.0078	0.767	0.8649	False	AAAS;VHL;NUP155;NUP88;NUP188;NUP37;NUP85	1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	AAAS	AAAS	local:n=38;max=6.08;p75=-0.16;p50=-0.16;p25=-0.16	global:n=38;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
354	REACTOME_MITOTIC_PROMETAPHASE	MSIGDB:M4217	MSIGDB	199	1.413471e-06	True	1.978	0.2412	-0.505	0.8885	False	CEP290;ALMS1;CLIP1;MAD1L1;SDCCAG8;CEP41;TUBA4A;CLASP1;CENPJ;TUBGCP6;TUBGCP2;NUP37;CEP63;CEP152;CEP250;NUP85;PCNT;TUBGCP4	1.0000;0.0001;0.0001;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	CEP290	CEP290	local:n=199;max=14.07;p75=-0.07;p50=-0.07;p25=-0.07	global:n=199;max=23.70;p75=-0.04;p50=-0.04;p25=-0.04
355	Homeostasis	C0019868	GO	94	1.413250e-06	True	2.868	0.0595	0.457	0.8649	False	THRB;HNF4A;TRPM6;NR1H3;HJV;ESR2;NR2F2;TRPC6;ABCC8;F7;TNFRSF11B;F8;AQP4;F11;MUC5B;PKHD1;VWF	1.0000;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0000;0.0000;0.0000;0.0000;0.0000	THRB	THRB	local:n=106;max=10.25;p75=-0.10;p50=-0.10;p25=-0.10	global:n=106;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
356	REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES	MSIGDB:M27282	MSIGDB	50	1.405759e-06	True	6.068	0.0078	1.798	0.8649	False	ACADVL;HYOU1;DDX11;GOSR2;WFS1;CUL7;TPP1	1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	ACADVL	ACADVL	local:n=50;max=7.00;p75=-0.14;p50=-0.14;p25=-0.14	global:n=50;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
357	WP_CHOLESTEROL_METABOLISM_INCLUDES_BOTH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS	MSIGDB:M39853	MSIGDB	46	1.404398e-06	True	6.156	0.0078	1.452	0.8649	False	DHCR7;NR1H3;ABCA1;MVK;CYP27A1;MVD;PMVK	1.0000;0.0001;0.0001;0.0000;0.0000;0.0000;0.0000	DHCR7	DHCR7	local:n=46;max=6.71;p75=-0.15;p50=-0.15;p25=-0.15	global:n=46;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
358	WP_CILIARY_LANDSCAPE	MSIGDB:M39734	MSIGDB	211	1.401437e-06	True	1.081	1.0000	-0.150	0.8649	True	CEP290;CTNNB1;CDH23;GLB1;APC;RB1;MCM9;CTSA;MSH2;CREBBP;BBS9;BBS4;NUP88;VPS4A;AAR2;MCM8;IFT27;EXOSC9;IFT43;FUZ;IFT74;IFT81;IFT172	1.0000;0.0006;0.0001;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	CEP290	CEP290	local:n=200;max=14.49;p75=-0.07;p50=-0.07;p25=-0.07	global:n=200;max=23.70;p75=-0.04;p50=-0.04;p25=-0.04
359	REACTOME_LAMININ_INTERACTIONS	MSIGDB:M27216	MSIGDB	30	1.394900e-06	True	4.046	0.0227	0.591	0.8712	False	LAMA5;ITGB1;ITGA2;LAMA3;HSPG2;COL4A3;COL4A6;COL7A1;LAMA2;COL4A1;COL4A4;ITGA7;LAMA1;LAMB2;LAMB3	1.0000;0.0001;0.0001;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	LAMA5	LAMA5	local:n=30;max=5.39;p75=-0.19;p50=-0.19;p25=-0.19	global:n=30;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
360	REACTOME_MET_ACTIVATES_PTK2_SIGNALING	MSIGDB:M27772	MSIGDB	30	1.394118e-06	True	4.574	0.0078	0.617	0.8649	False	LAMA5;MET;FN1;ITGB1;ITGA2;COL3A1;LAMA3;LAMA2;LAMA1;LAMB2;LAMB3;COL27A1	1.0000;0.0001;0.0001;0.0001;0.0001;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	LAMA5	LAMA5	local:n=30;max=5.39;p75=-0.19;p50=-0.19;p25=-0.19	global:n=30;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
361	HALLMARK_PROTEIN_SECRETION	MSIGDB:M5910	MSIGDB	93	1.387305e-06	False	NaN	NaN	1.254	0.8649	False	CLCN3;EGFR;KRT18;PPT1;ABCA1;VPS45;GALC;COPB2;GOSR2;DST	1.0000;0.0001;0.0001;0.0001;0.0001;0.0000;0.0000;0.0000;0.0000;0.0000	CLCN3	CLCN3	local:n=93;max=9.59;p75=-0.10;p50=-0.10;p25=-0.10	global:n=93;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
362	REACTOME_NS1_MEDIATED_EFFECTS_ON_HOST_PATHWAYS	MSIGDB:M29574	MSIGDB	40	1.385471e-06	True	5.601	0.0078	0.687	0.8649	False	AAAS;EIF2AK2;PABPN1;NUP155;NUP88;NUP188;NUP37;NUP85	1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	AAAS	AAAS	local:n=40;max=6.25;p75=-0.16;p50=-0.16;p25=-0.16	global:n=40;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
363	WP_HAIR_FOLLICLE_DEVELOPMENT_ORGANOGENESIS_PART_2_OF_3	MSIGDB:M40041	MSIGDB	31	1.384522e-06	True	6.052	0.0078	0.855	0.8649	False	LAMA5;CTNNB1;FGFR2;LRP5;ITGB1;GLI1;TP63	1.0000;0.0006;0.0001;0.0001;0.0001;0.0000;0.0000	LAMA5	LAMA5	local:n=31;max=5.48;p75=-0.18;p50=-0.18;p25=-0.18	global:n=31;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
364	WP_NUCLEAR_RECEPTORS	MSIGDB:M39657	MSIGDB	37	1.381146e-06	True	6.963	0.0078	1.472	0.8649	False	THRB;HNF4A;NR1H3;ESR2;NR2F2	1.0000;0.0001;0.0001;0.0001;0.0001	THRB	THRB	local:n=37;max=6.00;p75=-0.17;p50=-0.17;p25=-0.17	global:n=37;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
365	REACTOME_TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS	MSIGDB:M26975	MSIGDB	41	1.367368e-06	True	5.997	0.0078	0.853	0.8649	False	AAAS;NUP155;NUP88;NUP188;SYMPK;NUP37;NUP85	1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	AAAS	AAAS	local:n=41;max=6.32;p75=-0.16;p50=-0.16;p25=-0.16	global:n=41;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
366	WP_CHEMOKINE_SIGNALING_PATHWAY	MSIGDB:M39400	MSIGDB	163	1.356002e-06	True	2.426	0.0742	-0.595	0.8885	False	PIK3R5;JAK3;JAK2;GNB5;PLCB3;MAP2K1;DOCK2;GNAI2;PIK3CD;GNAI3;STAT1;TIAM1;ADCY6	1.0000;0.0001;0.0001;0.0001;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	PIK3R5	PIK3R5	local:n=163;max=12.73;p75=-0.08;p50=-0.08;p25=-0.08	global:n=163;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
367	REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS	MSIGDB:M27093	MSIGDB	121	1.354640e-06	True	1.803	0.3818	0.153	0.8649	False	CUBN;MMACHC;DHFR;MOCS1;MMAB;SLC52A2;GPHN;MTHFD1;PANK2;MTHFR;MTRR;CTRC;BTD;MCCC1;HLCS;MCCC2;MOCS2;MMUT;PCCB;SLC5A6;TCN1;MOCOS;COASY;NADSYN1;NADK2	1.0000;0.0001;0.0001;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	CUBN	CUBN	local:n=121;max=10.95;p75=-0.09;p50=-0.09;p25=-0.09	global:n=121;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
368	WP_ALPHA_6_BETA_4_SIGNALING_PATHWAY	MSIGDB:M39503	MSIGDB	33	1.341090e-06	True	5.097	0.0078	0.317	0.8649	False	LAMA5;PTPN11;GAB1;LAMA3;LAMA2;LAMA1;LAMB2;LAMB3	1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	LAMA5	LAMA5	local:n=33;max=5.66;p75=-0.18;p50=-0.18;p25=-0.18	global:n=33;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
369	REACTOME_STIMULI_SENSING_CHANNELS	MSIGDB:M27200	MSIGDB	106	1.337006e-06	True	2.842	0.0302	0.359	0.8649	False	CLCN3;RYR1;CLCN1;ASIC2;TRPM6;ANO3;ANO6;TRPC6;WWP1;TRPM1;CASQ1;CLCNKA;RYR3;SCNN1A;TRPC3;TRPV3;WNK3;WNK4	1.0000;0.0002;0.0002;0.0001;0.0001;0.0001;0.0001;0.0001;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	CLCN3	CLCN3	local:n=106;max=10.25;p75=-0.10;p50=-0.10;p25=-0.10	global:n=106;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
370	REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS	MSIGDB:M109	MSIGDB	43	1.335432e-06	True	5.569	0.0078	0.683	0.8712	False	AAAS;NUP155;NUP88;POLR2B;NUP188;NUP37;NUP85	1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	AAAS	AAAS	local:n=43;max=6.48;p75=-0.15;p50=-0.15;p25=-0.15	global:n=43;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
371	REACTOME_SUMOYLATION	MSIGDB:M27214	MSIGDB	168	1.325939e-06	True	1.278	0.8322	0.606	0.8649	False	AAAS;THRB;NR1H3;BRCA1;XRCC4;CDKN2A;BLM;XPC;HERC2;CREBBP;VHL;NSMCE2;UBA2;SUZ12;NUP155;NUP88;NUP188;NUP37;SMC5;NUP85	1.0000;1.0000;0.0001;0.0001;0.0001;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	AAAS;THRB	AAAS;THRB	local:n=168;max=9.11;p75=-0.11;p50=-0.11;p25=-0.11	global:n=168;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
372	REACTOME_SUMOYLATION_OF_DNA_REPLICATION_PROTEINS	MSIGDB:M27397	MSIGDB	45	1.307741e-06	True	5.709	0.0078	0.706	0.8649	False	AAAS;NUP155;NUP88;NUP188;NUP37;NUP85	1.0000;0.0000;0.0000;0.0000;0.0000;0.0000	AAAS	AAAS	local:n=45;max=6.63;p75=-0.15;p50=-0.15;p25=-0.15	global:n=45;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
373	REACTOME_SUMOYLATION_OF_RNA_BINDING_PROTEINS	MSIGDB:M27395	MSIGDB	46	1.291574e-06	True	5.433	0.0078	0.902	0.8649	False	AAAS;NUP155;NUP88;NUP188;NUP37;NUP85	1.0000;0.0000;0.0000;0.0000;0.0000;0.0000	AAAS	AAAS	local:n=46;max=6.71;p75=-0.15;p50=-0.15;p25=-0.15	global:n=46;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
374	REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF	MSIGDB:M27001	MSIGDB	55	1.285033e-06	True	5.311	0.0078	1.124	0.8649	False	DHCR7;MVK;CREBBP;MVD;PMVK;SEC23A	1.0000;0.0000;0.0000;0.0000;0.0000;0.0000	DHCR7	DHCR7	local:n=55;max=7.35;p75=-0.14;p50=-0.14;p25=-0.14	global:n=55;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
375	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS	MSIGDB:M27458	MSIGDB	47	1.277928e-06	True	4.634	0.0078	0.488	0.8832	False	AAAS;IPO8;NUP155;NUP88;POLR2B;NUP188;NUP37;NUP85	1.0000;0.0001;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	AAAS	AAAS	local:n=47;max=6.78;p75=-0.15;p50=-0.15;p25=-0.15	global:n=47;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
376	REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN	MSIGDB:M27212	MSIGDB	51	1.235882e-06	True	4.818	0.0078	0.460	0.8649	False	AAAS;NUP155;NUP88;LPIN1;NUP188;NUP37;NUP85	1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	AAAS	AAAS	local:n=51;max=7.07;p75=-0.14;p50=-0.14;p25=-0.14	global:n=51;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
377	HALLMARK_E2F_TARGETS	MSIGDB:M5925	MSIGDB	197	1.233185e-06	False	NaN	NaN	-0.745	1.0000	False	BRCA2;NBN;BRCA1;RAD50;CDKN2A;AK2;CHEK2;UNG;PMS2;MRE11;MSH2;ORC6;EED;EXOSC8	1.0000;0.0001;0.0001;0.0001;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	BRCA2	BRCA2	local:n=197;max=14.00;p75=-0.07;p50=-0.07;p25=-0.07	global:n=197;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
378	WP_STATIN_PATHWAY	MSIGDB:M39514	MSIGDB	31	1.232606e-06	True	4.613	0.0153	1.863	0.8649	False	LDLR;LRP1;ABCA1;SCARB1;APOB;CETP;LPL;DGAT1	1.0000;0.0004;0.0001;0.0000;0.0000;0.0000;0.0000;0.0000	LDLR	LDLR	local:n=31;max=5.48;p75=-0.18;p50=-0.18;p25=-0.18	global:n=31;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
379	REACTOME_HCMV_LATE_EVENTS	MSIGDB:M29806	MSIGDB	53	1.204688e-06	True	4.732	0.0078	0.890	0.8649	False	AAAS;NUP155;NUP88;VPS4A;NUP188;NUP37;NUP85	1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	AAAS	AAAS	local:n=53;max=7.21;p75=-0.14;p50=-0.14;p25=-0.14	global:n=53;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
380	REACTOME_SNRNP_ASSEMBLY	MSIGDB:M29594	MSIGDB	53	1.203563e-06	True	4.527	0.0153	0.940	0.8649	False	AAAS;NUP155;NUP88;NUP188;NUP37;NUP85	1.0000;0.0000;0.0000;0.0000;0.0000;0.0000	AAAS	AAAS	local:n=53;max=7.21;p75=-0.14;p50=-0.14;p25=-0.14	global:n=53;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
381	REACTOME_PHOSPHOLIPID_METABOLISM	MSIGDB:M649	MSIGDB	199	1.199728e-06	True	0.035	1.0000	0.462	0.8649	False	PIK3R5;INPPL1;SYNJ1;FIG4;PIK3CD;HADHA;DGAT1;GPD2;HADHB;MTMR2;PLD1;LPIN1;INPP5E;DDHD2;PLEKHA5;VAC14;MFSD2A;PNPLA6	1.0000;0.0001;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	PIK3R5	PIK3R5	local:n=199;max=14.07;p75=-0.07;p50=-0.07;p25=-0.07	global:n=199;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
382	REACTOME_MET_PROMOTES_CELL_MOTILITY	MSIGDB:M27778	MSIGDB	41	1.193759e-06	True	3.138	0.0813	0.406	0.8712	False	LAMA5;MET;FN1;ITGB1;ITGA2;GAB1;COL3A1;LAMA3;LAMA2;LAMA1;LAMB2;LAMB3;COL27A1	1.0000;0.0001;0.0001;0.0001;0.0001;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	LAMA5	LAMA5	local:n=41;max=6.32;p75=-0.16;p50=-0.16;p25=-0.16	global:n=41;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
383	REACTOME_DISEASES_OF_GLYCOSYLATION	MSIGDB:M27275	MSIGDB	141	1.181348e-06	True	-0.272	1.0000	0.003	0.8950	False	NOTCH2;NOTCH3;GNE;HEXA;GLB1;GALT;VCAN;B3GLCT;PMM2;ALG3;ALG6;MUC5B;GPC3;HSPG2;ADAMTS13;CTSA;ADAMTS2;POMT1;POMT2;ADAMTS3;ACAN;GALNT3;MPI;PAPSS2;ADAMTS18;ALG1;DHDDS;ALG8;GALE;MOGS	1.0000;0.0001;0.0001;0.0001;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	NOTCH2	NOTCH2	local:n=141;max=11.83;p75=-0.08;p50=-0.08;p25=-0.08	global:n=141;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
384	REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	MSIGDB:M8276	MSIGDB	51	1.180824e-06	True	4.984	0.0078	1.331	0.8649	False	THRB;HNF4A;NR1H3;ESR2	1.0000;0.0001;0.0001;0.0001	THRB	THRB	local:n=51;max=7.07;p75=-0.14;p50=-0.14;p25=-0.14	global:n=51;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
385	REACTOME_SUMOYLATION_OF_CHROMATIN_ORGANIZATION_PROTEINS	MSIGDB:M27394	MSIGDB	56	1.171819e-06	True	4.026	0.0078	0.853	0.8649	False	AAAS;SUZ12;NUP155;NUP88;NUP188;NUP37;NUP85	1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	AAAS	AAAS	local:n=56;max=7.42;p75=-0.13;p50=-0.13;p25=-0.13	global:n=56;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
386	WP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_IN_COLORECTAL_CANCER	MSIGDB:M39770	MSIGDB	156	1.141183e-06	True	-0.101	1.0000	-0.536	0.8885	False	NOTCH2;CTNNB1;FN1;NOTCH3;LRP5;MAP2K1;PKP2;PIK3CD;WNT10B;COL4A3;COL4A6;MMP9;EED;DSP;SUZ12;CLDN14;CLDN9;COL4A1;COL4A4;OCLN;FMNL2;PALS1	1.0000;0.0006;0.0001;0.0001;0.0001;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	NOTCH2	NOTCH2	local:n=156;max=12.45;p75=-0.08;p50=-0.08;p25=-0.08	global:n=156;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
387	PID_A6B1_A6B4_INTEGRIN_PATHWAY	MSIGDB:M239	MSIGDB	46	1.139660e-06	True	3.171	0.0376	0.192	0.8649	False	LAMA5;MET;ERBB3;EGFR;ITGB1;COL17A1;LAMA3;LAMA2;LAMA1;LAMB2;LAMB3	1.0000;0.0001;0.0001;0.0001;0.0001;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	LAMA5	LAMA5	local:n=46;max=6.71;p75=-0.15;p50=-0.15;p25=-0.15	global:n=46;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
388	PID_SYNDECAN_1_PATHWAY	MSIGDB:M198	MSIGDB	46	1.131431e-06	True	2.578	0.0957	0.481	0.8649	False	LAMA5;MET;COL3A1;COL17A1;COL4A3;COL4A6;COL6A3;COL7A1;MMP9;COL10A1;COL13A1;COL4A1;COL4A4;COL6A2	1.0000;0.0001;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	LAMA5	LAMA5	local:n=46;max=6.71;p75=-0.15;p50=-0.15;p25=-0.15	global:n=46;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
389	WP_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION	MSIGDB:M39366	MSIGDB	55	1.107323e-06	True	4.192	0.0153	0.848	0.8649	False	THRB;ITGB3;TPO;IL1B;TNXB	1.0000;0.0001;0.0000;0.0000;0.0000	THRB	THRB	local:n=55;max=7.35;p75=-0.14;p50=-0.14;p25=-0.14	global:n=55;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
390	REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR	MSIGDB:M10294	MSIGDB	91	1.053681e-06	True	1.694	0.4163	0.806	0.8649	False	ACADVL;HYOU1;DDX11;EXOSC3;PARN;GOSR2;WFS1;EXOSC8;CUL7;EXOSC9;TPP1	1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	ACADVL	ACADVL	local:n=91;max=9.49;p75=-0.11;p50=-0.11;p25=-0.11	global:n=91;max=23.66;p75=-0.04;p50=-0.04;p25=-0.04
