rank	pathway_name	pathway_id	source	n_members	degree_norm	null_calibrated	null_z	empirical_q	member_mean_null_z	member_mean_q	in_reference	seed_members	seed_member_scores	influential_nodes_local	influential_nodes_global	neighbor_z_local	neighbor_z_global
326	REACTOME_GLUCONEOGENESIS	MSIGDB:M13748	MSIGDB	31	9.870756e-07	True	3.279	0.0312	1.901	0.6027	False	SLC37A4;PC;PGK1;SLC25A13;ENO3;G6PC1;MDH1;PCK1;PGAM2	1.0000;0.9998;0.9998;0.9996;0.9990;0.9990;0.9990;0.9990;0.9990		SLC37A4;PC;PGK1;SLC25A13;ENO3;G6PC1;MDH1;PCK1;PGAM2	local:n=31;max=1.56;p75=1.56;p50=-0.64;p25=-0.64	global:n=31;max=4.56;p75=4.55;p50=-0.22;p25=-0.22
327	REACTOME_CELL_CYCLE_CHECKPOINTS	MSIGDB:M16647	MSIGDB	252	9.783134e-07	True	-3.316	1.0000	-9.777	1.0000	False	TP53;ATM;RAD50;CHEK2;MRE11;DYNC1H1;CDKN2A;TP53BP1;CDK1;RBBP8;EXO1;ATR;BARD1;BRIP1;XPO1;ORC6;PSMB10;BLM;CDC45;PSMB2;PSMD6;MCM8;CLASP2;CLASP1;CLIP1;ERCC6L	1.0000;0.9978;0.9955;0.9953;0.9952;0.9948;0.9948;0.9945;0.9942;0.9942;0.9941;0.9941;0.9940;0.9940;0.9939;0.9939;0.9937;0.9937;0.9936;0.9933;0.9933;0.9933;0.9933;0.9933;0.9933;0.9933	TP53;ATM;RAD50;CHEK2;MRE11;DYNC1H1;CDKN2A;TP53BP1;CDK1;RBBP8;EXO1;ATR;BARD1;BRIP1;XPO1;ORC6;PSMB10;BLM;CDC45;PSMB2;PSMD6;MCM8;CLASP2;CLASP1;CLIP1;ERCC6L	TP53;ATM;RAD50;CHEK2;MRE11;DYNC1H1;CDKN2A;TP53BP1;CDK1;RBBP8;EXO1;ATR;BARD1;BRIP1;XPO1;ORC6;PSMB10;BLM;CDC45;PSMB2;PSMD6;MCM8;CLASP2;CLASP1;CLIP1;ERCC6L	local:n=200;max=2.97;p75=-0.34;p50=-0.34;p25=-0.34	global:n=200;max=4.58;p75=-0.22;p50=-0.22;p25=-0.22
328	REACTOME_FANCONI_ANEMIA_PATHWAY	MSIGDB:M14990	MSIGDB	38	9.763597e-07	True	2.737	0.0758	-0.587	1.0000	False	FAN1;FANCD2;USP1;ATR;FANCA;FANCE;ERCC4;FANCG;FANCM	1.0000;0.9999;0.9984;0.9981;0.9979;0.9979;0.9979;0.9978;0.9977		FAN1;FANCD2;USP1;ATR;FANCA;FANCE;ERCC4;FANCG;FANCM	local:n=38;max=1.80;p75=-0.55;p50=-0.56;p25=-0.56	global:n=38;max=4.56;p75=-0.21;p50=-0.22;p25=-0.22
329	HALLMARK_ESTROGEN_RESPONSE_LATE	MSIGDB:M5907	MSIGDB	193	9.761808e-07	True	20.781	0.0121	-1.992	1.0000	False	JAK1;JAK2;IL6ST;PRLR;ABCA3;CAV1;FOXC1;SLC1A4;RBBP8;TH;SCARB1;DHCR7;KRT13;SLC29A1;SERPINA1;CA12;CACNA2D2;ETFB;FLNB;HMGCS2;HR;SCNN1A;SLC22A5;SLC26A2;SORD;SULT2B1;TMPRSS3;WFS1;UGDH	1.0000;0.9990;0.9963;0.9960;0.9958;0.9957;0.9955;0.9954;0.9953;0.9953;0.9951;0.9951;0.9950;0.9949;0.9947;0.9944;0.9944;0.9944;0.9944;0.9944;0.9944;0.9944;0.9944;0.9944;0.9944;0.9944;0.9944;0.9944;0.9944	JAK1;JAK2;IL6ST;PRLR;ABCA3;CAV1;FOXC1;SLC1A4;RBBP8;TH;SCARB1;DHCR7;KRT13;SLC29A1;SERPINA1;CA12;CACNA2D2;ETFB;FLNB;HMGCS2;HR;SCNN1A;SLC22A5;SLC26A2;SORD;SULT2B1;TMPRSS3;WFS1;UGDH	JAK1;JAK2;IL6ST;PRLR;ABCA3;CAV1;FOXC1;SLC1A4;RBBP8;TH;SCARB1;DHCR7;KRT13;SLC29A1;SERPINA1;CA12;CACNA2D2;ETFB;FLNB;HMGCS2;HR;SCNN1A;SLC22A5;SLC26A2;SORD;SULT2B1;TMPRSS3;WFS1;UGDH	local:n=193;max=2.39;p75=-0.42;p50=-0.42;p25=-0.42	global:n=193;max=4.58;p75=-0.22;p50=-0.22;p25=-0.22
330	REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS	MSIGDB:M1016	MSIGDB	24	9.758875e-07	True	4.881	0.0121	-0.242	1.0000	False	HSD17B3;ACSF3;TECRL	1.0000;0.9998;0.9998	HSD17B3;ACSF3;TECRL	HSD17B3;ACSF3;TECRL	local:n=24;max=2.65;p75=-0.38;p50=-0.38;p25=-0.38	global:n=24;max=4.55;p75=-0.22;p50=-0.22;p25=-0.22
331	REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	MSIGDB:M752	MSIGDB	203	9.756221e-07	True	-2.279	1.0000	-3.488	1.0000	False	MAPK1;HRAS;GRIA3;CHRNE;GRIP1;GRIN2B;GRIN2D;GRIA2;PRKAR1A;GABBR2;ERBB4;CAMK2G;NRAS;ADCY9;ACTN2;ADCY6;CHRNA7;CHRNG;DLG3;GABRG3;KCNJ2;TUBA4A;LRRC7	1.0000;0.9976;0.9963;0.9961;0.9960;0.9958;0.9958;0.9958;0.9956;0.9956;0.9955;0.9953;0.9952;0.9950;0.9949;0.9949;0.9949;0.9949;0.9949;0.9949;0.9949;0.9949;0.9949	MAPK1;HRAS;GRIA3;CHRNE;GRIP1;GRIN2B;GRIN2D;GRIA2;PRKAR1A;GABBR2;ERBB4;CAMK2G;NRAS;ADCY9;ACTN2;ADCY6;CHRNA7;CHRNG;DLG3;GABRG3;KCNJ2;TUBA4A;LRRC7	MAPK1;HRAS;GRIA3;CHRNE;GRIP1;GRIN2B;GRIN2D;GRIA2;PRKAR1A;GABBR2;ERBB4;CAMK2G;NRAS;ADCY9;ACTN2;ADCY6;CHRNA7;CHRNG;DLG3;GABRG3;KCNJ2;TUBA4A;LRRC7	local:n=200;max=2.81;p75=-0.36;p50=-0.36;p25=-0.36	global:n=200;max=4.58;p75=-0.22;p50=-0.22;p25=-0.22
332	REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION	MSIGDB:M27636	MSIGDB	91	9.741393e-07	True	0.624	0.8436	-2.473	1.0000	False	TP53;ATM;RAD50;CHEK2;MRE11;RBBP8;EXO1;ATR;BARD1;BRIP1;HIPK2;BLM;TAF4;TBP;DYRK2	1.0000;0.9978;0.9955;0.9953;0.9952;0.9942;0.9941;0.9941;0.9940;0.9940;0.9939;0.9937;0.9935;0.9935;0.9933	TP53;ATM;RAD50;CHEK2;MRE11;RBBP8;EXO1;ATR;BARD1;BRIP1;HIPK2;BLM;TAF4;TBP;DYRK2	TP53;ATM;RAD50;CHEK2;MRE11;RBBP8;EXO1;ATR;BARD1;BRIP1;HIPK2;BLM;TAF4;TBP;DYRK2	local:n=91;max=2.27;p75=-0.44;p50=-0.44;p25=-0.45	global:n=91;max=4.58;p75=-0.21;p50=-0.22;p25=-0.22
333	REACTOME_CREB1_PHOSPHORYLATION_THROUGH_NMDA_RECEPTOR_MEDIATED_ACTIVATION_OF_RAS_SIGNALING	MSIGDB:M837	MSIGDB	28	9.710935e-07	True	2.771	0.0666	-0.920	1.0000	False	MAPK1;HRAS;GRIN2B;GRIN2D;CAMK2G;NRAS;ACTN2;DLG3;LRRC7	1.0000;0.9976;0.9958;0.9958;0.9953;0.9952;0.9949;0.9949;0.9949		MAPK1;HRAS;GRIN2B;GRIN2D;CAMK2G;NRAS;ACTN2;DLG3;LRRC7	local:n=28;max=1.46;p75=1.45;p50=-0.69;p25=-0.69	global:n=28;max=4.58;p75=4.55;p50=-0.22;p25=-0.22
334	REACTOME_REMOVAL_OF_AMINOTERMINAL_PROPEPTIDES_FROM_GAMMA_CARBOXYLATED_PROTEINS	MSIGDB:M26977	MSIGDB	10	9.704155e-07	True	4.113	0.0312	1.709	0.0563	False	F7;PROC;FURIN;PROS1	1.0000;1.0000;0.9993;0.9990		F7;PROC;FURIN;PROS1	local:n=10;max=1.23;p75=1.22;p50=-0.81;p25=-0.82	global:n=10;max=4.56;p75=4.56;p50=-0.21;p25=-0.21
335	REACTOME_ONCOGENIC_MAPK_SIGNALING	MSIGDB:M27626	MSIGDB	76	9.700635e-07	True	0.974	0.6409	-1.580	1.0000	False	MAPK1;JAK2;HRAS;FN1;BRAF;ITGB3;RAP1B;VWF;ARAF;CAMK2G;NRAS;AKAP9;ESRP1;CNKSR2;AGK	1.0000;0.9994;0.9976;0.9965;0.9964;0.9964;0.9959;0.9959;0.9953;0.9953;0.9952;0.9952;0.9949;0.9949;0.9949	MAPK1;JAK2;HRAS;FN1;BRAF;ITGB3;RAP1B;VWF;ARAF;CAMK2G;NRAS;AKAP9;ESRP1;CNKSR2;AGK	MAPK1;JAK2;HRAS;FN1;BRAF;ITGB3;RAP1B;VWF;ARAF;CAMK2G;NRAS;AKAP9;ESRP1;CNKSR2;AGK	local:n=76;max=2.03;p75=-0.49;p50=-0.50;p25=-0.50	global:n=76;max=4.58;p75=-0.21;p50=-0.22;p25=-0.22
336	WP_ATM_SIGNALING_PATHWAY	MSIGDB:M39433	MSIGDB	40	9.691329e-07	True	2.078	0.1589	-2.567	1.0000	False	TP53;ATM;FANCD2;RAD50;CHEK2;MRE11;SMC1A;TP53BP1;PIDD1;CDK1;TLK1	1.0000;0.9978;0.9959;0.9955;0.9953;0.9952;0.9946;0.9945;0.9944;0.9942;0.9933		TP53;ATM;FANCD2;RAD50;CHEK2;MRE11;SMC1A;TP53BP1;PIDD1;CDK1;TLK1	local:n=40;max=1.63;p75=1.62;p50=-0.62;p25=-0.62	global:n=40;max=4.58;p75=4.55;p50=-0.21;p25=-0.22
337	WP_DEGRADATION_PATHWAY_OF_SPHINGOLIPIDS_INCLUDING_DISEASES	MSIGDB:M39638	MSIGDB	10	9.670166e-07	True	4.064	0.0247	1.628	0.7101	False	GLB1;NEU1;HEXA;ARSA	1.0000;0.9998;0.9997;0.9995		GLB1;NEU1;HEXA;ARSA	local:n=10;max=1.23;p75=1.22;p50=-0.82;p25=-0.82	global:n=10;max=4.56;p75=4.55;p50=-0.22;p25=-0.22
338	WP_GLYCOSAMINOGLYCAN_DEGRADATION	MSIGDB:M39832	MSIGDB	17	9.665033e-07	True	3.594	0.0312	2.097	0.3134	False	GLB1;HEXA;IDUA;GALNS;NAGLU;SGSH	1.0000;0.9997;0.9996;0.9993;0.9992;0.9992		GLB1;HEXA;IDUA;GALNS;NAGLU;SGSH	local:n=17;max=1.36;p75=1.35;p50=-0.74;p25=-0.74	global:n=17;max=4.56;p75=4.55;p50=-0.22;p25=-0.22
339	WP_IRON_METABOLISM_IN_PLACENTA	MSIGDB:M39660	MSIGDB	12	9.652047e-07	True	4.960	0.0247	-0.173	1.0000	False	HEPHL1;STEAP3	1.0000;1.0000	HEPHL1;STEAP3	HEPHL1;STEAP3	local:n=12;max=2.24;p75=-0.45;p50=-0.45;p25=-0.45	global:n=12;max=4.55;p75=-0.22;p50=-0.22;p25=-0.22
340	REACTOME_GLUCOSE_METABOLISM	MSIGDB:M1870	MSIGDB	87	9.637850e-07	True	1.015	0.6278	-1.028	1.0000	False	SLC37A4;PC;PGK1;SLC25A13;PKLR;NUP214;ENO3;G6PC1;HK1;MDH1;PCK1;PGAM2;PKM;NUP188;NUP205	1.0000;0.9998;0.9998;0.9996;0.9994;0.9993;0.9990;0.9990;0.9990;0.9990;0.9990;0.9990;0.9990;0.9990;0.9990	SLC37A4;PC;PGK1;SLC25A13;PKLR;NUP214;ENO3;G6PC1;HK1;MDH1;PCK1;PGAM2;PKM;NUP188;NUP205	SLC37A4;PC;PGK1;SLC25A13;PKLR;NUP214;ENO3;G6PC1;HK1;MDH1;PCK1;PGAM2;PKM;NUP188;NUP205	local:n=87;max=2.19;p75=-0.45;p50=-0.46;p25=-0.46	global:n=87;max=4.56;p75=-0.22;p50=-0.22;p25=-0.22
341	WP_DISORDERS_OF_FOLATE_METABOLISM_AND_TRANSPORT	MSIGDB:M39777	MSIGDB	13	9.634172e-07	True	4.300	0.0186	1.056	1.0000	False	TYMS;FTCD;ATIC;MTHFD1;SHMT2	1.0000;0.9997;0.9997;0.9992;0.9992		TYMS;FTCD;ATIC;MTHFD1;SHMT2	local:n=13;max=1.27;p75=1.26;p50=-0.79;p25=-0.79	global:n=13;max=4.56;p75=4.55;p50=-0.22;p25=-0.22
342	PID_P53_REGULATION_PATHWAY	MSIGDB:M261	MSIGDB	58	9.602396e-07	True	1.718	0.2467	-1.556	1.0000	False	TP53;ATM;AKT1;CHEK2;CDKN2A;ATR;HUWE1;HIPK2;PRMT5;CSNK1E;DYRK2;TTC5	1.0000;0.9978;0.9978;0.9953;0.9948;0.9941;0.9939;0.9939;0.9939;0.9933;0.9933;0.9933	TP53;ATM;AKT1	TP53;ATM;AKT1;CHEK2;CDKN2A;ATR;HUWE1;HIPK2;PRMT5;CSNK1E;DYRK2;TTC5	local:n=58;max=1.97;p75=-0.50;p50=-0.51;p25=-0.51	global:n=58;max=4.58;p75=-0.20;p50=-0.22;p25=-0.22
343	BIOCARTA_RHODOPSIN_PATHWAY	MSIGDB:M22044	MSIGDB	10	9.585307e-07	True	4.867	0.0186	0.849	1.0000	False	GRK1;PDE6A;PDE6B	1.0000;0.9995;0.9995		GRK1;PDE6A;PDE6B	local:n=10;max=1.53;p75=0.98;p50=-0.66;p25=-0.66	global:n=10;max=4.55;p75=3.36;p50=-0.22;p25=-0.22
344	REACTOME_METABOLISM_OF_STEROID_HORMONES	MSIGDB:M27081	MSIGDB	35	9.578270e-07	True	3.849	0.0247	1.973	0.0563	False	CYP21A2;SRD5A2;CYP17A1;HSD3B2;HSD17B3	1.0000;0.9999;0.9998;0.9996;0.9994	CYP21A2;SRD5A2;CYP17A1;HSD3B2;HSD17B3	CYP21A2;SRD5A2;CYP17A1;HSD3B2;HSD17B3	local:n=35;max=2.45;p75=-0.41;p50=-0.41;p25=-0.41	global:n=35;max=4.56;p75=-0.22;p50=-0.22;p25=-0.22
345	Mitosis	C0026255	GO	30	9.558354e-07	True	2.730	0.0666	-0.823	1.0000	False	DYNC1H1;SMC1A;AURKC;FZR1;CEP76;BRD4;CLIP1	1.0000;0.9998;0.9995;0.9989;0.9989;0.9988;0.9985	DYNC1H1;SMC1A;AURKC;FZR1;CEP76;BRD4;CLIP1	DYNC1H1;SMC1A;AURKC;FZR1;CEP76;BRD4;CLIP1	local:n=35;max=2.00;p75=-0.50;p50=-0.50;p25=-0.50	global:n=35;max=4.56;p75=-0.21;p50=-0.22;p25=-0.22
346	GTP Binding	C1149035	GO	84	9.547255e-07	True	1.089	0.5575	-2.234	1.0000	False	HRAS;RAB27A;RAB23;SAR1B;GFM1;GTPBP3;NRAS;RRAS2;ATL1;MFN2	1.0000;0.9983;0.9979;0.9978;0.9978;0.9976;0.9976;0.9976;0.9975;0.9975	HRAS;RAB27A;RAB23;SAR1B;GFM1;GTPBP3;NRAS;RRAS2;ATL1;MFN2	HRAS;RAB27A;RAB23;SAR1B;GFM1;GTPBP3;NRAS;RRAS2;ATL1;MFN2	local:n=89;max=2.82;p75=-0.35;p50=-0.36;p25=-0.36	global:n=89;max=4.57;p75=-0.21;p50=-0.22;p25=-0.22
347	REACTOME_HEDGEHOG_OFF_STATE	MSIGDB:M27471	MSIGDB	110	9.543747e-07	True	0.131	1.0000	-7.685	1.0000	True	GLI2;KIF7;PRKAR1A;PSMB10;ADCY9;ADCY6;PSMB2;PSMD6;TUBA4A;WDR35;TTC21B;DYNC2H1;IFT52;IFT140;IFT172	1.0000;0.9998;0.9997;0.9994;0.9991;0.9989;0.9989;0.9989;0.9989;0.9989;0.9989;0.9989;0.9989;0.9989;0.9989	GLI2;KIF7;PRKAR1A;PSMB10;ADCY9;ADCY6;PSMB2;PSMD6;TUBA4A;WDR35;TTC21B;DYNC2H1;IFT52;IFT140;IFT172	GLI2;KIF7;PRKAR1A;PSMB10;ADCY9;ADCY6;PSMB2;PSMD6;TUBA4A;WDR35;TTC21B;DYNC2H1;IFT52;IFT140;IFT172	local:n=110;max=2.52;p75=-0.40;p50=-0.40;p25=-0.40	global:n=110;max=4.56;p75=-0.22;p50=-0.22;p25=-0.22
348	REACTOME_COMPLEMENT_CASCADE	MSIGDB:M19752	MSIGDB	113	9.492355e-07	True	0.724	0.7799	1.179	0.6504	False	C9;C6;C8B;CD46;C5;PROS1;C3;CFHR5;C7	1.0000;0.9985;0.9985;0.9975;0.9974;0.9973;0.9972;0.9972;0.9968	C9;C6;C8B;CD46;C5;PROS1;C3;CFHR5;C7	C9;C6;C8B;CD46;C5;PROS1;C3;CFHR5;C7	local:n=113;max=3.41;p75=-0.29;p50=-0.30;p25=-0.30	global:n=113;max=4.57;p75=-0.22;p50=-0.22;p25=-0.22
349	HALLMARK_IL2_STAT5_SIGNALING	MSIGDB:M5947	MSIGDB	192	9.435240e-07	False	NaN	NaN	-4.765	1.0000	False	SCN9A;TLR7;SERPINC1;FURIN;AHCY;HUWE1;HIPK2;ENPP1;CAPN3;FAH;NCOA3;ENO3;PUS1;DRC1	1.0000;0.9998;0.9995;0.9995;0.9995;0.9993;0.9993;0.9993;0.9991;0.9989;0.9988;0.9987;0.9987;0.9987	SCN9A;TLR7;SERPINC1;FURIN;AHCY;HUWE1;HIPK2;ENPP1;CAPN3;FAH;NCOA3;ENO3;PUS1;DRC1	SCN9A;TLR7;SERPINC1;FURIN;AHCY;HUWE1;HIPK2;ENPP1;CAPN3;FAH;NCOA3;ENO3;PUS1;DRC1	local:n=192;max=3.57;p75=-0.28;p50=-0.28;p25=-0.28	global:n=192;max=4.56;p75=-0.22;p50=-0.22;p25=-0.22
350	REACTOME_GLUCOCORTICOID_BIOSYNTHESIS	MSIGDB:M27076	MSIGDB	10	9.413390e-07	True	4.246	0.0312	1.495	0.1236	False	CYP21A2;CYP17A1;HSD3B2	1.0000;0.9998;0.9996		CYP21A2;CYP17A1;HSD3B2	local:n=10;max=1.53;p75=0.98;p50=-0.65;p25=-0.66	global:n=10;max=4.56;p75=3.36;p50=-0.22;p25=-0.22
351	WP_BIOMARKERS_FOR_PYRIMIDINE_METABOLISM_DISORDERS	MSIGDB:M39841	MSIGDB	15	9.412879e-07	True	3.429	0.0494	0.774	1.0000	False	TYMS;DHODH;DPYS;PUS1;UPB1	1.0000;0.9999;0.9992;0.9992;0.9992		TYMS;DHODH;DPYS;PUS1;UPB1	local:n=15;max=1.42;p75=1.41;p50=-0.71;p25=-0.71	global:n=15;max=4.56;p75=4.55;p50=-0.22;p25=-0.22
352	HALLMARK_DNA_REPAIR	MSIGDB:M5898	MSIGDB	145	9.392505e-07	True	23.406	0.0121	0.285	1.0000	False	TP53;ERCC8;ERCC2;LIG1;POLD1;ERCC5;ERCC3;TYMS;ERCC4;CANT1;ADA;AK1;ADCY6;REV3L;SURF1;USP11;DCTN4;SEC61A1;BCAM	1.0000;0.9957;0.9946;0.9945;0.9945;0.9945;0.9945;0.9941;0.9939;0.9938;0.9937;0.9937;0.9933;0.9933;0.9933;0.9933;0.9933;0.9933;0.9933	TP53;ERCC8;ERCC2;LIG1;POLD1;ERCC5;ERCC3;TYMS;ERCC4;CANT1;ADA;AK1;ADCY6;REV3L;SURF1;USP11;DCTN4;SEC61A1;BCAM	TP53;ERCC8;ERCC2;LIG1;POLD1;ERCC5;ERCC3;TYMS;ERCC4;CANT1;ADA;AK1;ADCY6;REV3L;SURF1;USP11;DCTN4;SEC61A1;BCAM	local:n=145;max=2.59;p75=-0.39;p50=-0.39;p25=-0.39	global:n=145;max=4.58;p75=-0.22;p50=-0.22;p25=-0.22
353	REACTOME_SIGNALING_BY_PDGF	MSIGDB:M2049	MSIGDB	57	9.381704e-07	True	1.432	0.3732	-3.386	1.0000	False	PTPN11;STAT1;PLG;HRAS;COL5A1;SOS1;COL4A3;FURIN;PIK3R2;NRAS;COL9A1;COL4A4	1.0000;0.9999;0.9994;0.9989;0.9979;0.9973;0.9973;0.9969;0.9969;0.9965;0.9965;0.9962		PTPN11;STAT1;PLG;HRAS;COL5A1;SOS1;COL4A3;FURIN;PIK3R2;NRAS;COL9A1;COL4A4	local:n=57;max=1.94;p75=-0.51;p50=-0.52;p25=-0.52	global:n=57;max=4.57;p75=-0.20;p50=-0.21;p25=-0.22
354	cellular response to unfolded protein	C1155342	GO	42	9.375882e-07	True	2.565	0.0913	-0.800	1.0000	False	TBCE;NGLY1;LONP1;HSPD1;DNAJC19	1.0000;0.9997;0.9997;0.9991;0.9991	TBCE;NGLY1;LONP1;HSPD1;DNAJC19	TBCE;NGLY1;LONP1;HSPD1;DNAJC19	local:n=48;max=2.93;p75=-0.34;p50=-0.34;p25=-0.34	global:n=48;max=4.56;p75=-0.22;p50=-0.22;p25=-0.22
355	WP_CONSTITUTIVE_ANDROSTANE_RECEPTOR_PATHWAY	MSIGDB:M39476	MSIGDB	31	9.370648e-07	True	3.584	0.0434	-0.411	1.0000	False	SMC1A;CYP2C19;NCOA2;EHHADH;UGT1A3	1.0000;0.9999;0.9998;0.9987;0.9987	SMC1A;CYP2C19;NCOA2;EHHADH;UGT1A3	SMC1A;CYP2C19;NCOA2;EHHADH;UGT1A3	local:n=31;max=2.28;p75=-0.44;p50=-0.44;p25=-0.44	global:n=31;max=4.56;p75=-0.21;p50=-0.22;p25=-0.22
356	REACTOME_LYSINE_CATABOLISM	MSIGDB:M27680	MSIGDB	12	9.369908e-07	True	3.003	0.0666	2.202	0.4986	False	DLST;ALDH7A1;CRYM;DLD;GCDH;OGDH	1.0000;0.9997;0.9997;0.9997;0.9997;0.9997		DLST;ALDH7A1;CRYM;DLD;GCDH;OGDH	local:n=12;max=1.00;p75=1.00;p50=0.00;p25=-1.00	global:n=12;max=4.55;p75=4.55;p50=2.17;p25=-0.22
357	REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION	MSIGDB:M1008	MSIGDB	83	9.336061e-07	True	0.770	0.7754	-1.720	1.0000	False	LPL;TNF;ADIPOQ;PLIN1;NCOA2;ANGPTL4;MED12;NCOR1;NCOA3;MED1;MED13;PCK1;MED15	1.0000;0.9988;0.9984;0.9984;0.9981;0.9975;0.9973;0.9973;0.9973;0.9972;0.9972;0.9971;0.9971	LPL;TNF;ADIPOQ;PLIN1;NCOA2;ANGPTL4;MED12;NCOR1;NCOA3;MED1;MED13;PCK1;MED15	LPL;TNF;ADIPOQ;PLIN1;NCOA2;ANGPTL4;MED12;NCOR1;NCOA3;MED1;MED13;PCK1;MED15	local:n=83;max=2.33;p75=-0.43;p50=-0.43;p25=-0.43	global:n=83;max=4.57;p75=-0.21;p50=-0.22;p25=-0.22
358	WP_REGULATION_OF_TOLLLIKE_RECEPTOR_SIGNALING_PATHWAY	MSIGDB:M39559	MSIGDB	138	9.311381e-07	True	-0.776	1.0000	-5.364	1.0000	False	MAPK1;AKT1;STAT1;MYD88;IRAK1;IRAK4;TNF;IRAK3;TLR7;SMAD6;MAP2K7;PIK3R2;BTK;SFTPA2;TLR8;RNF216	1.0000;0.9993;0.9986;0.9984;0.9975;0.9970;0.9965;0.9961;0.9959;0.9957;0.9957;0.9956;0.9956;0.9954;0.9952;0.9951	MAPK1;AKT1;STAT1;MYD88;IRAK1;IRAK4;TNF;IRAK3;TLR7;SMAD6;MAP2K7;PIK3R2;BTK;SFTPA2;TLR8;RNF216	MAPK1;AKT1;STAT1;MYD88;IRAK1;IRAK4;TNF;IRAK3;TLR7;SMAD6;MAP2K7;PIK3R2;BTK;SFTPA2;TLR8;RNF216	local:n=138;max=2.77;p75=-0.36;p50=-0.36;p25=-0.36	global:n=138;max=4.58;p75=-0.21;p50=-0.22;p25=-0.22
359	WP_HEDGEHOG_SIGNALING_PATHWAY	MSIGDB:M39706	MSIGDB	43	9.306748e-07	True	2.756	0.0758	-1.627	1.0000	True	SHH;EVC;EVC2;GLI2;KIF7;CSNK1E;FBXL17	1.0000;0.9986;0.9986;0.9986;0.9985;0.9976;0.9976	SHH;EVC;EVC2;GLI2;KIF7;CSNK1E;FBXL17	SHH;EVC;EVC2;GLI2;KIF7;CSNK1E;FBXL17	local:n=43;max=2.27;p75=-0.44;p50=-0.44;p25=-0.44	global:n=43;max=4.56;p75=-0.21;p50=-0.22;p25=-0.22
360	REACTOME_COBALAMIN_CBL_VITAMIN_B12_TRANSPORT_AND_METABOLISM	MSIGDB:M27084	MSIGDB	19	9.291508e-07	True	3.831	0.0247	1.753	0.0895	False	LMBRD1;MTRR;MMAB;MMUT;TCN2	1.0000;0.9999;0.9997;0.9992;0.9992		LMBRD1;MTRR;MMAB;MMUT;TCN2	local:n=19;max=1.67;p75=0.54;p50=-0.60;p25=-0.60	global:n=19;max=4.56;p75=2.17;p50=-0.22;p25=-0.22
361	REACTOME_GLYCOGEN_SYNTHESIS	MSIGDB:M27247	MSIGDB	16	9.277065e-07	True	4.062	0.0186	-0.460	1.0000	False	GBE1;GYS1;GYS2;PGM1	1.0000;1.0000;1.0000;1.0000		GBE1;GYS1;GYS2;PGM1	local:n=16;max=1.73;p75=0.00;p50=-0.58;p25=-0.58	global:n=16;max=4.55;p75=0.98;p50=-0.22;p25=-0.22
362	REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	MSIGDB:M27334	MSIGDB	83	9.265465e-07	True	1.511	0.3214	0.084	1.0000	False	SLC44A4;SLC39A4;SLC6A19;SLC22A5;SLC30A2;SLC6A9;SLC22A12	1.0000;0.9992;0.9992;0.9985;0.9985;0.9985;0.9985	SLC44A4;SLC39A4;SLC6A19;SLC22A5;SLC30A2;SLC6A9;SLC22A12	SLC44A4;SLC39A4;SLC6A19;SLC22A5;SLC30A2;SLC6A9;SLC22A12	local:n=83;max=3.30;p75=-0.30;p50=-0.30;p25=-0.30	global:n=83;max=4.56;p75=-0.22;p50=-0.22;p25=-0.22
363	WP_7Q1123_COPY_NUMBER_VARIATION_SYNDROME	MSIGDB:M40052	MSIGDB	83	9.236160e-07	True	0.971	0.6022	-0.895	1.0000	False	ERCC6;GRIP1;FBN1;ULK1;PKLR;ACACA;DLST;CHRNA7;DLD;OGDH;DNAJC30	1.0000;0.9968;0.9966;0.9961;0.9961;0.9961;0.9959;0.9956;0.9956;0.9956;0.9956	ERCC6;GRIP1;FBN1;ULK1;PKLR;ACACA;DLST;CHRNA7;DLD;OGDH;DNAJC30	ERCC6;GRIP1;FBN1;ULK1;PKLR;ACACA;DLST;CHRNA7;DLD;OGDH;DNAJC30	local:n=83;max=2.57;p75=-0.39;p50=-0.39;p25=-0.39	global:n=83;max=4.57;p75=-0.22;p50=-0.22;p25=-0.22
